time,voltage
212002.0,0.275
212031.0,0.27
212042.0,0.268
212071.0,0.27
212082.0,0.271
212111.0,0.265
212122.0,0.273
212151.0,0.273
212162.0,0.269
212191.0,0.269
212202.0,0.278
212231.0,0.271
212242.0,0.272
212271.0,0.274
212282.0,0.278
212311.0,0.272
212322.0,0.276
212351.0,0.278
212362.0,0.275
212391.0,0.272
212402.0,0.281
212431.0,0.276
212442.0,0.276
212471.0,0.279
212482.0,0.276
212511.0,0.275
212522.0,0.282
212551.0,0.281
212562.0,0.274
212591.0,0.273
212602.0,0.287
212631.0,0.278
212642.0,0.275
212671.0,0.278
212682.0,0.281
212711.0,0.276
212722.0,0.284
212751.0,0.281
212762.0,0.276
212791.0,0.273
212802.0,0.286
212831.0,0.277
212842.0,0.275
212871.0,0.284
212882.0,0.284
212911.0,0.274
212922.0,0.28
212951.0,0.28
212962.0,0.275
212991.0,0.276
213002.0,0.284
213031.0,0.278
213042.0,0.276
213071.0,0.28
213082.0,0.281
213111.0,0.276
213122.0,0.281
213151.0,0.28
213162.0,0.277
213191.0,0.277
213202.0,0.283
213231.0,0.279
213312.0,0.259
213322.0,0.262
213351.0,0.268
213362.0,0.263
213391.0,0.262
213402.0,0.27
213431.0,0.269
213442.0,0.265
213471.0,0.265
213482.0,0.27
213511.0,0.265
213522.0,0.272
213551.0,0.271
213562.0,0.265
213591.0,0.27
213602.0,0.274
213631.0,0.267
213642.0,0.267
213671.0,0.273
213682.0,0.272
213711.0,0.268
213722.0,0.271
213751.0,0.268
213762.0,0.268
213831.0,0.256
213912.0,0.24
213922.0,0.249
213991.0,0.232
214002.0,0.246
214031.0,0.24
214042.0,0.238
214071.0,0.244
214082.0,0.249
214111.0,0.243
214122.0,0.257
214151.0,0.254
214162.0,0.25
214231.0,0.24
214242.0,0.243
214271.0,0.249
214282.0,0.243
214311.0,0.243
214322.0,0.255
214351.0,0.254
214362.0,0.247
214391.0,0.249
214402.0,0.258
214431.0,0.254
214442.0,0.254
214471.0,0.26
214482.0,0.257
214511.0,0.251
214522.0,0.262
214551.0,0.265
214562.0,0.257
214591.0,0.262
214602.0,0.269
214631.0,0.261
214642.0,0.265
214671.0,0.269
214682.0,0.263
214711.0,0.26
214752.0,0.265
214762.0,0.258
214791.0,0.26
214802.0,0.269
214831.0,0.258
214842.0,0.26
214871.0,0.265
214882.0,0.263
214911.0,0.259
214952.0,0.265
214962.0,0.258
214991.0,0.257
215002.0,0.266
215031.0,0.259
215042.0,0.263
215071.0,0.264
215082.0,0.264
215111.0,0.259
215122.0,0.269
215151.0,0.264
215162.0,0.26
215191.0,0.262
215202.0,0.27
215231.0,0.264
215242.0,0.26
215271.0,0.265
215282.0,0.265
215311.0,0.26
215322.0,0.273
215351.0,0.27
215362.0,0.26
215391.0,0.263
215402.0,0.271
215431.0,0.264
215442.0,0.267
215511.0,0.251
215522.0,0.26
215551.0,0.257
215562.0,0.258
215591.0,0.259
215602.0,0.266
215631.0,0.26
215642.0,0.26
215671.0,0.26
215682.0,0.265
215711.0,0.257
215722.0,0.267
215751.0,0.268
215762.0,0.266
215791.0,0.265
215802.0,0.272
215831.0,0.264
215842.0,0.265
215871.0,0.266
215882.0,0.269
215911.0,0.262
215922.0,0.271
