time,voltage
448597.0,0.264
448607.0,0.262
448637.0,0.255
448647.0,0.266
448677.0,0.268
448687.0,0.257
448717.0,0.257
448727.0,0.266
448757.0,0.257
448767.0,0.262
448797.0,0.267
448807.0,0.265
448837.0,0.257
448847.0,0.268
448877.0,0.262
448887.0,0.259
448917.0,0.26
448927.0,0.266
448957.0,0.257
448967.0,0.263
448997.0,0.263
449007.0,0.264
449037.0,0.26
449047.0,0.269
449077.0,0.272
449087.0,0.262
449117.0,0.262
449127.0,0.268
449157.0,0.261
449167.0,0.262
449197.0,0.265
449207.0,0.262
449237.0,0.26
449247.0,0.267
449277.0,0.268
449287.0,0.262
449317.0,0.26
449327.0,0.269
449357.0,0.262
449367.0,0.26
449397.0,0.264
449407.0,0.267
449437.0,0.258
449447.0,0.269
449477.0,0.267
449487.0,0.261
449517.0,0.26
449527.0,0.27
449557.0,0.263
449567.0,0.263
449597.0,0.265
449607.0,0.268
449637.0,0.262
449647.0,0.27
449677.0,0.27
449687.0,0.267
449717.0,0.269
449727.0,0.276
449757.0,0.27
449797.0,0.264
449808.0,0.268
449837.0,0.258
449847.0,0.268
449917.0,0.252
449927.0,0.26
449957.0,0.256
449967.0,0.257
449997.0,0.257
450007.0,0.259
450037.0,0.251
450047.0,0.263
450077.0,0.262
450087.0,0.259
450117.0,0.259
450127.0,0.266
450157.0,0.26
450167.0,0.26
450197.0,0.26
450207.0,0.262
450237.0,0.257
450247.0,0.267
450277.0,0.266
450287.0,0.263
450317.0,0.262
450327.0,0.268
450357.0,0.263
450367.0,0.265
450397.0,0.269
450407.0,0.265
450437.0,0.261
450447.0,0.267
450477.0,0.265
450517.0,0.257
450528.0,0.265
450538.0,0.258
450557.0,0.262
450567.0,0.269
450597.0,0.269
450607.0,0.265
450637.0,0.26
450647.0,0.269
450677.0,0.269
450687.0,0.261
450717.0,0.263
450727.0,0.269
450757.0,0.262
450767.0,0.269
450797.0,0.265
450807.0,0.262
450837.0,0.259
450847.0,0.27
450877.0,0.266
450887.0,0.261
450917.0,0.263
450927.0,0.272
450957.0,0.257
450997.0,0.257
451008.0,0.259
451037.0,0.257
451047.0,0.269
451077.0,0.26
451087.0,0.26
451117.0,0.258
451127.0,0.262
451157.0,0.255
451167.0,0.26
451197.0,0.269
451207.0,0.258
451237.0,0.257
451247.0,0.263
451277.0,0.262
451287.0,0.26
451317.0,0.262
451327.0,0.263
451357.0,0.257
451367.0,0.268
451397.0,0.268
451408.0,0.262
451437.0,0.262
451447.0,0.273
451477.0,0.269
451517.0,0.264
451527.0,0.268
451557.0,0.259
451567.0,0.269
451597.0,0.27
451607.0,0.264
451637.0,0.26
451647.0,0.268
451677.0,0.265
451687.0,0.262
451717.0,0.266
451727.0,0.269
451757.0,0.262
451767.0,0.27
451797.0,0.27
451837.0,0.257
451848.0,0.262
451877.0,0.262
451887.0,0.257
451917.0,0.264
451927.0,0.265
451957.0,0.26
451967.0,0.268
451997.0,0.269
452007.0,0.26
452037.0,0.257
452047.0,0.266
452077.0,0.266
452087.0,0.257
452117.0,0.267
452127.0,0.268
452157.0,0.257
452167.0,0.273
452197.0,0.27
452207.0,0.262
452237.0,0.257
452247.0,0.272
452277.0,0.264
452288.0,0.261
452317.0,0.267
452327.0,0.268
452357.0,0.257
452437.0,0.245
452448.0,0.254
452477.0,0.253
452487.0,0.249
452517.0,0.259
452527.0,0.258
452557.0,0.253
452567.0,0.257
452597.0,0.258
452607.0,0.254
452637.0,0.254
452647.0,0.267
452677.0,0.257
452687.0,0.257
452717.0,0.262
452727.0,0.265
452757.0,0.257
452767.0,0.266
452797.0,0.262
452807.0,0.262
452837.0,0.257
452847.0,0.265
452877.0,0.268
452887.0,0.261
452917.0,0.264
452927.0,0.269
452957.0,0.26
452997.0,0.266
453007.0,0.259
453037.0,0.26
453047.0,0.266
453077.0,0.26
453087.0,0.263
453117.0,0.263
453127.0,0.262
453157.0,0.257
453167.0,0.265
453197.0,0.269
453207.0,0.264
453237.0,0.259
453247.0,0.27
453277.0,0.262
453287.0,0.262
453317.0,0.27
453327.0,0.271
453357.0,0.263
453367.0,0.268
453397.0,0.271
453407.0,0.269
453437.0,0.268
453447.0,0.273
453477.0,0.268
453487.0,0.272
453517.0,0.271
453527.0,0.274
453557.0,0.27
453567.0,0.281
453597.0,0.278
453607.0,0.273
453637.0,0.269
453647.0,0.271
453677.0,0.269
453687.0,0.268
453717.0,0.277
453727.0,0.274
453757.0,0.272
453767.0,0.271
453797.0,0.274
453807.0,0.273
453837.0,0.27
453847.0,0.281
453877.0,0.273
453887.0,0.276
453917.0,0.271
453927.0,0.276
453957.0,0.27
453997.0,0.269
454008.0,0.265
454037.0,0.262
454047.0,0.274
454077.0,0.268
454087.0,0.266
454117.0,0.267
454127.0,0.265
454157.0,0.265
454167.0,0.274
454197.0,0.269
454207.0,0.264
454237.0,0.266
454247.0,0.27
454277.0,0.262
454317.0,0.262
454327.0,0.26
454357.0,0.257
454367.0,0.268
454397.0,0.266
454407.0,0.258
454477.0,0.253
454487.0,0.252
454517.0,0.257
454527.0,0.25
454557.0,0.245
454567.0,0.256
454597.0,0.259
454607.0,0.259
454637.0,0.26
454647.0,0.264
454677.0,0.254
454687.0,0.26
454717.0,0.265
454727.0,0.265
454757.0,0.257
454767.0,0.268
454797.0,0.266
454807.0,0.26
454837.0,0.265
454847.0,0.27
454877.0,0.265
454887.0,0.262
454917.0,0.268
454927.0,0.269
454957.0,0.263
454967.0,0.275
454997.0,0.269
455007.0,0.265
455037.0,0.267
455077.0,0.261
455087.0,0.265
455117.0,0.267
455157.0,0.253
455168.0,0.262
455197.0,0.266
455207.0,0.262
455237.0,0.262
455247.0,0.268
455277.0,0.262
455287.0,0.265
455317.0,0.265
455327.0,0.266
455357.0,0.263
455367.0,0.273
455397.0,0.265
455407.0,0.263
455437.0,0.265
455477.0,0.265
455487.0,0.265
455517.0,0.266
455527.0,0.266
455557.0,0.265
455567.0,0.27
455597.0,0.265
455607.0,0.268
455637.0,0.268
455677.0,0.261
455688.0,0.268
455717.0,0.266
455727.0,0.262
455757.0,0.263
455768.0,0.27
455797.0,0.27
455807.0,0.268
455837.0,0.269
455847.0,0.273
455877.0,0.265
455887.0,0.271
455917.0,0.273
455927.0,0.268
455997.0,0.264
456007.0,0.26
456037.0,0.26
456047.0,0.268
456077.0,0.258
456117.0,0.257
456127.0,0.259
456157.0,0.251
456167.0,0.262
456197.0,0.257
456207.0,0.26
456237.0,0.256
456247.0,0.262
456277.0,0.26
456287.0,0.265
456317.0,0.262
456327.0,0.259
456357.0,0.257
456367.0,0.268
456397.0,0.265
456407.0,0.256
456437.0,0.261
456447.0,0.272
456477.0,0.26
456487.0,0.266
456517.0,0.267
456527.0,0.259
456557.0,0.262
456567.0,0.271
456597.0,0.26
456607.0,0.262
456637.0,0.265
456647.0,0.266
456677.0,0.265
456687.0,0.265
456717.0,0.268
456727.0,0.268
456757.0,0.26
456767.0,0.273
456797.0,0.268
456807.0,0.262
456837.0,0.262
456847.0,0.27
456877.0,0.269
456887.0,0.269
456917.0,0.273
456927.0,0.267
456957.0,0.266
456967.0,0.27
456997.0,0.265
457007.0,0.261
457037.0,0.268
457047.0,0.272
457077.0,0.265
457087.0,0.263
457117.0,0.269
457127.0,0.267
457157.0,0.266
457167.0,0.275
457197.0,0.265
457207.0,0.262
457237.0,0.268
457277.0,0.254
457288.0,0.263
457298.0,0.268
457317.0,0.27
457327.0,0.268
457357.0,0.262
457367.0,0.273
457397.0,0.264
457408.0,0.262
457437.0,0.265
457447.0,0.272
457477.0,0.265
457487.0,0.268
457517.0,0.27
457528.0,0.268
457557.0,0.267
457567.0,0.275
457597.0,0.268
457608.0,0.267
457637.0,0.273
457647.0,0.272
457677.0,0.264
457687.0,0.268
457717.0,0.272
457757.0,0.257
457767.0,0.269
457797.0,0.26
457808.0,0.263
457837.0,0.264
457847.0,0.265
457877.0,0.26
457917.0,0.262
457927.0,0.261
457957.0,0.256
457967.0,0.265
457997.0,0.26
458008.0,0.255
458037.0,0.263
458047.0,0.264
458077.0,0.26
458087.0,0.265
458117.0,0.266
458127.0,0.257
458157.0,0.257
458167.0,0.268
458197.0,0.262
458207.0,0.26
458237.0,0.267
458247.0,0.268
458277.0,0.259
458287.0,0.264
458317.0,0.266
458328.0,0.264
458357.0,0.261
458397.0,0.257
458408.0,0.257
458437.0,0.262
458448.0,0.262
458477.0,0.256
458487.0,0.269
458517.0,0.265
458527.0,0.261
458557.0,0.259
458567.0,0.27
458597.0,0.263
458608.0,0.264
458637.0,0.27
458647.0,0.27
458677.0,0.266
458687.0,0.275
458717.0,0.273
458727.0,0.268
458757.0,0.264
458767.0,0.279
458797.0,0.266
458808.0,0.269
458877.0,0.251
458887.0,0.258
458917.0,0.26
458927.0,0.26
458958.0,0.259
458998.0,0.254
459008.0,0.252
459037.0,0.257
459047.0,0.26
459077.0,0.248
459088.0,0.262
459117.0,0.26
459127.0,0.252
459157.0,0.259
459168.0,0.263
459197.0,0.261
459208.0,0.265
459237.0,0.263
459247.0,0.266
459277.0,0.257
459288.0,0.268
459317.0,0.265
459327.0,0.264
459357.0,0.26
459368.0,0.27
459397.0,0.26
459408.0,0.266
459437.0,0.265
459478.0,0.257
459488.0,0.264
459517.0,0.262
459527.0,0.26
459557.0,0.258
459568.0,0.269
459597.0,0.256
459607.0,0.263
459637.0,0.265
459647.0,0.263
459677.0,0.261
459688.0,0.269
459717.0,0.265
459728.0,0.262
459757.0,0.264
459767.0,0.268
459797.0,0.265
459807.0,0.261
459837.0,0.268
459848.0,0.266
459877.0,0.263
459888.0,0.269
459917.0,0.266
459928.0,0.266
459957.0,0.26
459968.0,0.27
459997.0,0.262
460008.0,0.261
460037.0,0.273
460047.0,0.265
460077.0,0.257
460087.0,0.27
460117.0,0.27
460127.0,0.262
460157.0,0.265
460167.0,0.273
460197.0,0.264
460207.0,0.266
460237.0,0.269
460248.0,0.265
460277.0,0.264
460288.0,0.27
460317.0,0.27
460328.0,0.262
460357.0,0.262
460367.0,0.269
460397.0,0.269
460407.0,0.262
460437.0,0.27
460447.0,0.262
460477.0,0.26
460488.0,0.275
460517.0,0.266
460527.0,0.265
460557.0,0.265
460567.0,0.274
460597.0,0.262
460608.0,0.268
460637.0,0.269
460677.0,0.256
460717.0,0.258
460728.0,0.251
460757.0,0.255
460767.0,0.26
460797.0,0.254
460808.0,0.258
460837.0,0.26
460847.0,0.257
460877.0,0.255
460888.0,0.261
460917.0,0.262
460928.0,0.259
460957.0,0.257
460967.0,0.266
460997.0,0.258
461037.0,0.257
461048.0,0.258
461077.0,0.248
461087.0,0.26
461157.0,0.246
461168.0,0.251
461197.0,0.243
461238.0,0.246
461248.0,0.248
461277.0,0.243
461287.0,0.254
461317.0,0.25
461358.0,0.241
461368.0,0.252
461397.0,0.246
461407.0,0.248
461437.0,0.251
461447.0,0.253
461477.0,0.245
461488.0,0.26
461517.0,0.257
461557.0,0.247
461568.0,0.255
461597.0,0.253
461608.0,0.255
461637.0,0.257
461647.0,0.253
461677.0,0.253
461687.0,0.259
461717.0,0.26
461728.0,0.254
461757.0,0.254
461768.0,0.262
461797.0,0.257
461808.0,0.264
461837.0,0.262
461848.0,0.26
461877.0,0.254
461888.0,0.267
461917.0,0.266
461927.0,0.258
461957.0,0.26
461997.0,0.253
462008.0,0.256
462037.0,0.262
462048.0,0.259
462077.0,0.254
462087.0,0.262
462117.0,0.263
462128.0,0.258
462157.0,0.261
462168.0,0.264
462197.0,0.257
462208.0,0.262
462237.0,0.266
462248.0,0.264
462317.0,0.252
462328.0,0.251
462357.0,0.254
462368.0,0.258
462397.0,0.251
462478.0,0.238
462488.0,0.246
462517.0,0.244
462528.0,0.236
462557.0,0.247
462598.0,0.236
462608.0,0.249
462637.0,0.25
462648.0,0.248
462677.0,0.245
462688.0,0.257
462717.0,0.253
462728.0,0.251
462757.0,0.254
462768.0,0.256
462797.0,0.254
462837.0,0.252
462848.0,0.248
462877.0,0.249
462887.0,0.26
462917.0,0.26
462958.0,0.251
462998.0,0.243
463038.0,0.245
463048.0,0.245
463077.0,0.245
463088.0,0.25
463117.0,0.249
463128.0,0.249
463157.0,0.251
463168.0,0.257
463197.0,0.251
463237.0,0.253
463248.0,0.245
463277.0,0.245
463288.0,0.258
463317.0,0.253
463328.0,0.25
463357.0,0.26
463438.0,0.244
463448.0,0.242
463477.0,0.242
463488.0,0.251
463517.0,0.249
463527.0,0.251
463557.0,0.248
463568.0,0.252
463597.0,0.249
463608.0,0.252
463637.0,0.254
463648.0,0.251
463677.0,0.254
463718.0,0.251
463728.0,0.251
463757.0,0.252
463768.0,0.257
463797.0,0.254
463808.0,0.26
463837.0,0.26
463848.0,0.259
463877.0,0.254
463887.0,0.263
463918.0,0.258
463928.0,0.26
463957.0,0.264
463968.0,0.265
463997.0,0.257
464008.0,0.265
464037.0,0.266
464048.0,0.26
464077.0,0.262
464087.0,0.269
464117.0,0.262
464157.0,0.261
464168.0,0.262
464197.0,0.256
464208.0,0.263
464237.0,0.262
464248.0,0.26
464277.0,0.257
464288.0,0.268
464317.0,0.262
464328.0,0.259
464338.0,0.27
464357.0,0.268
464368.0,0.27
464397.0,0.261
464408.0,0.272
464437.0,0.27
464448.0,0.267
464477.0,0.259
464488.0,0.275
464517.0,0.267
464528.0,0.268
464557.0,0.268
464568.0,0.273
464597.0,0.264
464608.0,0.271
464637.0,0.268
464648.0,0.269
464677.0,0.262
464688.0,0.272
464717.0,0.27
464728.0,0.262
464757.0,0.268
464768.0,0.275
464797.0,0.26
464808.0,0.268
464837.0,0.268
464848.0,0.265
464877.0,0.266
464888.0,0.274
464917.0,0.269
464928.0,0.265
464957.0,0.268
464968.0,0.264
464997.0,0.257
465008.0,0.268
465037.0,0.266
465077.0,0.256
465088.0,0.264
465117.0,0.257
465128.0,0.258
465157.0,0.261
465168.0,0.26
465198.0,0.258
465208.0,0.264
465237.0,0.267
465248.0,0.26
465277.0,0.263
465288.0,0.27
465317.0,0.263
465328.0,0.266
465357.0,0.268
465368.0,0.262
465397.0,0.265
465408.0,0.273
465477.0,0.259
465488.0,0.266
465517.0,0.254
465528.0,0.257
465557.0,0.264
465597.0,0.251
465637.0,0.254
465648.0,0.251
465677.0,0.251
465688.0,0.261
465717.0,0.257
465728.0,0.26
465757.0,0.26
465768.0,0.26
465797.0,0.26
465808.0,0.265
465837.0,0.264
465848.0,0.257
465877.0,0.264
465888.0,0.269
465917.0,0.256
465928.0,0.26
465957.0,0.263
465968.0,0.262
465997.0,0.256
466038.0,0.259
466048.0,0.256
466117.0,0.244
466128.0,0.251
466157.0,0.245
466168.0,0.251
466197.0,0.247
466208.0,0.257
466237.0,0.255
466248.0,0.251
466277.0,0.251
466288.0,0.26
466357.0,0.246
466368.0,0.246
466397.0,0.238
466408.0,0.254
466477.0,0.236
466488.0,0.244
466517.0,0.235
466528.0,0.241
466557.0,0.249
466598.0,0.236
466608.0,0.246
466637.0,0.245
466648.0,0.238
466677.0,0.247
466688.0,0.251
466718.0,0.259
466758.0,0.257
466768.0,0.257
466797.0,0.248
466808.0,0.259
466837.0,0.259
466848.0,0.254
466917.0,0.244
466928.0,0.248
466957.0,0.251
466998.0,0.238
467008.0,0.251
467037.0,0.254
467048.0,0.243
467077.0,0.243
467088.0,0.255
467117.0,0.248
467128.0,0.251
467157.0,0.254
467168.0,0.252
467197.0,0.251
467208.0,0.259
467237.0,0.257
467248.0,0.252
467277.0,0.256
467288.0,0.265
467317.0,0.256
467328.0,0.252
467357.0,0.261
467368.0,0.26
467397.0,0.256
467407.0,0.264
467437.0,0.26
467448.0,0.255
467477.0,0.263
467488.0,0.265
467517.0,0.254
467528.0,0.26
467557.0,0.26
467568.0,0.257
467637.0,0.25
467648.0,0.246
467677.0,0.255
467688.0,0.257
467717.0,0.251
467728.0,0.256
467758.0,0.26
467768.0,0.254
467797.0,0.251
467808.0,0.26
467837.0,0.259
467848.0,0.254
467877.0,0.257
467888.0,0.262
467917.0,0.257
467928.0,0.257
467957.0,0.261
467968.0,0.259
467997.0,0.26
468008.0,0.267
468037.0,0.262
468048.0,0.259
468077.0,0.256
468088.0,0.269
468157.0,0.247
468168.0,0.252
468197.0,0.248
468208.0,0.26
468237.0,0.255
468248.0,0.257
468277.0,0.255
468288.0,0.257
468317.0,0.251
468328.0,0.259
468357.0,0.257
468368.0,0.26
468397.0,0.257
468408.0,0.259
468437.0,0.261
468448.0,0.256
468477.0,0.26
468488.0,0.262
468517.0,0.254
468558.0,0.255
468568.0,0.258
468597.0,0.251
468608.0,0.262
468637.0,0.257
468648.0,0.255
468717.0,0.246
468728.0,0.248
468757.0,0.25
468768.0,0.251
468797.0,0.246
468808.0,0.257
468837.0,0.249
468848.0,0.249
468877.0,0.25
468888.0,0.257
468917.0,0.249
468928.0,0.257
468957.0,0.257
468968.0,0.256
468997.0,0.251
469008.0,0.26
469037.0,0.26
469078.0,0.251
469088.0,0.257
469117.0,0.251
469128.0,0.255
469157.0,0.257
469168.0,0.253
469197.0,0.251
469208.0,0.262
469238.0,0.265
469277.0,0.257
469288.0,0.26
469317.0,0.257
469328.0,0.261
469397.0,0.241
469437.0,0.243
469448.0,0.244
469477.0,0.246
469488.0,0.253
469517.0,0.245
469528.0,0.254
469557.0,0.251
469568.0,0.251
469597.0,0.248
469608.0,0.26
469637.0,0.259
469648.0,0.257
469677.0,0.257
469688.0,0.264
469717.0,0.254
469728.0,0.259
469757.0,0.259
469768.0,0.254
469797.0,0.256
469808.0,0.265
469837.0,0.257
469848.0,0.257
469858.0,0.273
469878.0,0.269
469917.0,0.257
469928.0,0.263
469957.0,0.267
469968.0,0.263
469997.0,0.26
470008.0,0.271
470037.0,0.265
470048.0,0.263
470077.0,0.269
470088.0,0.269
470117.0,0.258
470128.0,0.27
470197.0,0.251
470208.0,0.265
470237.0,0.257
470248.0,0.257
470278.0,0.262
470288.0,0.262
470317.0,0.26
470328.0,0.265
470357.0,0.268
470368.0,0.26
470397.0,0.26
470408.0,0.272
470437.0,0.262
470448.0,0.268
470477.0,0.265
470488.0,0.27
470517.0,0.265
470528.0,0.27
470557.0,0.272
470568.0,0.269
470597.0,0.265
