,insectno,waveform,dur,tbf,labels,probes
4409,d09,C,5.52,1522.59,,
4410,d09,D,18.75,1541.34,,
4411,d09,F2,1.56,1542.9,,
4412,d09,B,15.33,1558.23,,
4413,d09,D,122.13,1680.36,,
4414,d09,C,0.96,1681.32,,
4415,d09,D,7.65,1688.97,,
4416,d09,B,0.51,1689.48,,
4417,d09,C,1.06,1690.54,,
4418,d09,D,10.4,1700.94,,
4419,d09,C,1.16,1702.1,,
4420,d09,D,16.92,1719.02,,
4421,d09,C,0.96,1719.98,,
4422,d09,D,9.48,1729.46,,
4423,d09,C,1.48,1730.94,,
4424,d09,D,2.88,1733.82,,
4425,d09,C,1.54,1735.36,,
4426,d09,D,7.8,1743.16,,
4427,d09,C,1.9,1745.06,,
4428,d09,D,52.88,1797.94,,
4429,d09,C,18.6,1816.54,,
4430,d09,P,0.94,1817.48,,
4431,d09,Z,4994.18,6811.66,,
4432,d09,P,48.2,6859.86,,
4433,d09,Z,191.58,7051.44,,
4434,d09,P,42.38,7093.82,,
4435,d09,B2,3.94,7097.76,,
4436,d09,P,28.52,7126.28,,
4437,d09,B2,5.9,7132.18,,
4438,d09,P,43.98,7176.16,,
4439,d09,Z,79.66,7255.82,,
4440,d09,P,17.26,7273.08,,
4441,d09,C,6.0,7279.08,,
4442,d09,D,18.68,7297.76,,
4443,d09,F2,2.44,7300.2,,
4444,d09,FB,4.98,7305.18,,
4445,d09,C,4.65,7309.83,,
4446,d09,D,2.25,7312.08,,
4447,d09,C,2.94,7315.02,,
4448,d09,D,11.97,7326.99,,
4449,d09,F2,1.02,7328.01,,
4450,d09,FB,1.89,7329.9,,
4451,d09,B,24.33,7354.23,,
4452,d09,C,2.22,7356.45,,
4453,d09,D,67.83,7424.28,,
4454,d09,F2,0.81,7425.09,,
4455,d09,C,7.44,7432.53,,
4456,d09,B,3.78,7436.31,,
4457,d09,D,19.77,7456.08,,
4458,d09,F2,1.53,7457.61,,
4459,d09,B,3.3,7460.91,,
4460,d09,C,15.6,7476.51,,
4461,d09,B,2.16,7478.67,,
4462,d09,C,1.68,7480.35,,
4463,d09,D,24.18,7504.53,,
4464,d09,C,2.4,7506.93,,
4465,d09,D,30.39,7537.32,,
4466,d09,C,0.54,7537.86,,
4467,d09,B,1.29,7539.15,,
4468,d09,F2,1.35,7540.5,,
4469,d09,B,4.89,7545.39,,
4470,d09,C,3.48,7548.87,,
4471,d09,D,138.21,7687.08,,
4472,d09,F2,1.83,7688.91,,
4473,d09,B,3.12,7692.03,,
4474,d09,C,2.4,7694.43,,
4475,d09,D,111.21,7805.64,,
4476,d09,B,1.44,7807.08,,
4477,d09,C,1.08,7808.16,,
4478,d09,D,394.26,8202.42,,
4479,d09,F2,1.41,8203.83,,
4480,d09,FB,2.97,8206.8,,
4481,d09,C,0.78,8207.58,,
4482,d09,D,16.83,8224.41,,
4483,d09,C,2.04,8226.45,,
4484,d09,D,1200.84,9427.29,,
4485,d09,F2,1.17,9428.46,,
4486,d09,B,3.09,9431.55,,
4487,d09,C,1.26,9432.81,,
4488,d09,D,2.61,9435.42,,
4489,d09,C,0.81,9436.23,,
4490,d09,D,13.38,9449.61,,
4491,d09,C,0.78,9450.39,,
4492,d09,D,333.9,9784.29,,
4493,d09,C,1.32,9785.61,,
4494,d09,D,147.69,9933.3,,
4495,d09,F2,1.17,9934.47,,
4496,d09,B,2.13,9936.6,,
4497,d09,C,0.57,9937.17,,
4498,d09,B,2.1,9939.27,,
4499,d09,C,0.6,9939.87,,
4500,d09,D,9.3,9949.17,,
4501,d09,B,0.99,9950.16,,
4502,d09,C,0.63,9950.79,,
4503,d09,D,2.61,9953.4,,
4504,d09,B,0.96,9954.36,,
4505,d09,C,0.66,9955.02,,
4506,d09,D,229.41,10184.43,,
4507,d09,C,1.68,10186.11,,
4508,d09,D,171.54,10357.65,,
4509,d09,B,4.8,10362.45,,
4510,d09,C,1.23,10363.68,,
4511,d09,D,87.15,10450.83,,
4512,d09,B,2.31,10453.14,,
4513,d09,C,0.99,10454.13,,
4514,d09,D,20.4,10474.53,,
4515,d09,B,0.54,10475.07,,
4516,d09,F2,1.38,10476.45,,
4517,d09,B,4.29,10480.74,,
4518,d09,C,1.32,10482.06,,
4519,d09,Z,20757.96,31240.02,,
4520,d09,P,47.22,31287.24,,
4521,d09,B2,4.2,31291.44,,
4522,d09,P,26.61,31318.05,,
4523,d09,C,5.55,31323.6,,
4524,d09,D,10.68,31334.28,,
4525,d09,C,4.23,31338.51,,
4526,d09,D,58.11,31396.62,,
4527,d09,F2,2.91,31399.53,,
4528,d09,B,4.53,31404.06,,
4529,d09,D,2.7,31406.76,,
4530,d09,C,2.73,31409.49,,
4531,d09,D,65.88,31475.37,,
4532,d09,C,0.51,31475.88,,
4533,d09,FB,2.85,31478.73,,
4534,d09,B,2.07,31480.8,,
4535,d09,C,2.1,31482.9,,
4536,d09,D,52.08,31534.98,,
4537,d09,F2,1.62,31536.6,,
4538,d09,FB,3.27,31539.87,,
4539,d09,B,2.19,31542.06,,
4540,d09,C,2.94,31545.0,,
4541,d09,D,92.49,31637.49,,
4542,d09,F2,1.53,31639.02,,
4543,d09,FB,4.02,31643.04,,
4544,d09,B,3.12,31646.16,,
4545,d09,C,1.47,31647.63,,
4546,d09,D,216.36,31863.99,,
4547,d09,F2,1.38,31865.37,,
4548,d09,FB,1.59,31866.96,,
4549,d09,F2,0.81,31867.77,,
4550,d09,B,2.61,31870.38,,
4551,d09,C,6.36,31876.74,,
4552,d09,D,277.62,32154.36,,
4553,d09,F2,1.38,32155.74,,
4554,d09,FB,1.32,32157.06,,
4555,d09,F2,0.72,32157.78,,
4556,d09,FB,3.21,32160.99,,
4557,d09,B,4.05,32165.04,,
4558,d09,C,1.41,32166.45,,
4559,d09,D,458.61,32625.06,,
4560,d09,FB,2.58,32627.64,,
4561,d09,B,3.09,32630.73,,
4562,d09,C,1.08,32631.81,,
4563,d09,D,8.31,32640.12,,
4564,d09,C,1.41,32641.53,,
4565,d09,D,288.63,32930.16,,
4566,d09,FB,2.25,32932.41,,
4567,d09,F2,0.57,32932.98,,
4568,d09,B,1.56,32934.54,,
4569,d09,C,0.72,32935.26,,
4570,d09,D,349.86,33285.12,,
4571,d09,FB,2.43,33287.55,,
4572,d09,B,5.82,33293.37,,
4573,d09,C,1.86,33295.23,,
4574,d09,D,285.03,33580.26,,
4575,d09,B,1.86,33582.12,,
4576,d09,C,0.84,33582.96,,
4577,d09,D,83.34,33666.3,,
4578,d09,FB,3.39,33669.69,,
4579,d09,B,0.84,33670.53,,
4580,d09,C,1.5,33672.03,,
4581,d09,G,33.78,33705.81,,
4582,d09,CG,76.89,33782.7,,
4583,d09,C,0.81,33783.51,,
4584,d09,DG,89.25,33872.76,,
4585,d09,C,0.72,33873.48,,
4586,d09,D,140.28,34013.76,,
4587,d09,C,1.71,34015.47,,
4588,d09,D,129.42,34144.89,,
4589,d09,F2,2.58,34147.47,,
4590,d09,B,4.05,34151.52,,
4591,d09,C,1.05,34152.57,,
4592,d09,D,105.36,34257.93,,
4593,d09,DG,270.63,34528.56,,
4594,d09,F2,1.8,34530.36,,
4595,d09,D,3.36,34533.72,,
4596,d09,C,3.96,34537.68,,
4597,d09,G,1249.32,35787.0,,
4598,d09,C,5.25,35792.25,,
4599,d09,D,188.22,35980.47,,
4600,d09,FB,5.37,35985.84,,
4601,d09,C,0.9,35986.74,,
4602,d09,D,237.96,36224.7,,
4603,d09,G,45.81,36270.51,,
4604,d10,N,330.78,330.78,,
4605,d10,P,19.17,349.95,,
4606,d10,C,4.95,354.9,,
4607,d10,D,15.54,370.44,,
4608,d10,B,1.35,371.79,,
4609,d10,C,14.76,386.55,,
4610,d10,D,269.04,655.59,,
4611,d10,CG,99.51,755.1,,
4612,d10,B,15.09,770.19,,
4613,d10,C,16.71,786.9,,
4614,d10,CG,129.09,915.99,,
4615,d10,G,46.2,962.19,,
4616,d10,F2,2.28,964.47,,
4617,d10,G,445.71,1410.18,,
4618,d10,Z,9807.48,11217.66,,
4619,d10,P,32.22,11249.88,,
4620,d10,B2,1.98,11251.86,,
4621,d10,B,22.2,11274.06,,
4622,d10,C,22.26,11296.32,,
4623,d10,D,35.01,11331.33,,
4624,d10,F2,5.4,11336.73,,
4625,d10,B,7.2,11343.93,,
4626,d10,C,5.61,11349.54,,
4627,d10,CG,69.12,11418.66,,
4628,d10,F2,3.96,11422.62,,
4629,d10,B,4.92,11427.54,,
4630,d10,C,15.66,11443.2,,
4631,d10,B,2.64,11445.84,,
4632,d10,C,0.75,11446.59,,
4633,d10,D,11.01,11457.6,,
4634,d10,C,11.76,11469.36,,
4635,d10,D,101.1,11570.46,,
4636,d10,F2,2.88,11573.34,,
4637,d10,B,3.81,11577.15,,
4638,d10,C,5.7,11582.85,,
4639,d10,D,128.16,11711.01,,
4640,d10,G,58.56,11769.57,,
4641,d10,F2,2.67,11772.24,,
4642,d10,B,2.22,11774.46,,
4643,d10,G,1443.21,13217.67,,
4644,d10,C,34.92,13252.59,,
4645,d10,D,111.6,13364.19,,
4646,d10,G,2140.47,15504.66,,
4647,d10,B,3.57,15508.23,,
4648,d10,C,2.55,15510.78,,
4649,d10,D,5.73,15516.51,,
4650,d10,C,4.44,15520.95,,
4651,d10,D,5.4,15526.35,,
4652,d10,C,5.91,15532.26,,
4653,d10,D,25.62,15557.88,,
4654,d10,C,1.59,15559.47,,
4655,d10,CG,8.01,15567.48,,
4656,d10,C,29.07,15596.55,,
4657,d10,CG,58.26,15654.81,,
4658,d10,G,34.26,15689.07,,
4659,d10,Z,20311.02,36000.09,,
4660,d56,N,164.78,164.78,,
4661,d56,P,129.12,293.9,,
4662,d56,G,98.16,392.06,,
4663,d56,Z,351.39,743.45,,
4664,d56,P,33.51,776.96,,
4665,d56,B,1.53,778.49,,
4666,d56,Z,26.01,804.5,,
4667,d56,P,23.37,827.87,,
4668,d56,C,1.02,828.89,,
4669,d56,D,10.32,839.21,,
4670,d56,F2,1.84,841.05,,
4671,d56,B,1.7,842.75,,
4672,d56,C,3.39,846.14,,
4673,d56,D,38.58,884.72,,
4674,d56,F2,2.38,887.1,,
4675,d56,B,2.27,889.37,,
4676,d56,C,2.16,891.53,,
4677,d56,F2,4.21,895.74,,
4678,d56,B,2.0,897.74,,
4679,d56,C,0.9,898.64,,
4680,d56,B,17.22,915.86,,
4681,d56,D,20.49,936.35,,
4682,d56,F2,2.47,938.82,,
4683,d56,B,2.06,940.88,,
4684,d56,C,2.19,943.07,,
4685,d56,D,142.86,1085.93,,
4686,d56,F2,6.04,1091.97,,
4687,d56,B,8.3,1100.27,,
4688,d56,C,3.84,1104.11,,
4689,d56,D,20.58,1124.69,,
4690,d56,Z,846.27,1970.96,,
4691,d56,P,13.05,1984.01,,
4692,d56,C,1.2,1985.21,,
4693,d56,B,8.49,1993.7,,
4694,d56,C,2.46,1996.16,,
4695,d56,D,1.53,1997.69,,
4696,d56,F2,2.11,1999.8,,
4697,d56,B,1.76,2001.56,,
4698,d56,C,1.68,2003.24,,
4699,d56,B,5.43,2008.67,,
4700,d56,C,1.32,2009.99,,
4701,d56,D,2.7,2012.69,,
4702,d56,F2,4.24,2016.93,,
4703,d56,B,0.5,2017.43,,
4704,d56,C,2.19,2019.62,,
4705,d56,D,24.33,2043.95,,
4706,d56,F2,2.68,2046.63,,
4707,d56,B,2.99,2049.62,,
4708,d56,C,1.41,2051.03,,
4709,d56,D,33.99,2085.02,,
4710,d56,F2,2.8,2087.82,,
4711,d56,B,1.88,2089.7,,
4712,d56,C,0.48,2090.18,,
4713,d56,D,63.57,2153.75,,
4714,d56,F2,2.41,2156.16,,
4715,d56,FB,4.26,2160.42,,
4716,d56,C,1.25,2161.67,,
4717,d56,D,81.49,2243.16,,
4718,d56,F2,3.36,2246.52,,
4719,d56,B,2.43,2248.95,,
4720,d56,C,0.57,2249.52,,
4721,d56,D,67.85,2317.37,,
4722,d56,F2,0.13,2317.5,,
4723,d56,B,5.78,2323.28,,
4724,d56,D,56.34,2379.62,,
4725,d56,F1,1.93,2381.55,,
4726,d56,F2,1.52,2383.07,,
4727,d56,F3,6.82,2389.89,,
4728,d56,F4,5.7,2395.59,,
4729,d56,B,7.11,2402.7,,
4730,d56,D,16.55,2419.25,,
4731,d56,F2,1.99,2421.24,,
4732,d56,B,2.66,2423.9,,
4733,d56,C,0.66,2424.56,,
4734,d56,D,21.18,2445.74,,
4735,d56,F2,1.39,2447.13,,
4736,d56,FB,2.07,2449.2,,
4737,d56,D,6.29,2455.49,,
4738,d56,B,2.94,2458.43,,
4739,d56,C,0.6,2459.03,,
4740,d56,D,14.86,2473.89,,
4741,d56,B,1.77,2475.66,,
4742,d56,C,1.11,2476.77,,
4743,d56,D,20.45,2497.22,,
4744,d56,F2,2.38,2499.6,,
4745,d56,B,2.0,2501.6,,
4746,d56,C,0.93,2502.53,,
4747,d56,D,7.84,2510.37,,
4748,d56,B,3.35,2513.72,,
4749,d56,C,1.05,2514.77,,
4750,d56,D,9.57,2524.34,,
4751,d56,G,3185.28,5709.62,,
4752,d56,B,10.53,5720.15,,
4753,d56,C,0.45,5720.6,,
4754,d56,D,19.41,5740.01,,
4755,d56,F2,1.69,5741.7,,
4756,d56,B,1.61,5743.31,,
4757,d56,C,0.75,5744.06,,
4758,d56,D,14.82,5758.88,,
4759,d56,F2,2.2,5761.08,,
4760,d56,B,1.32,5762.4,,
4761,d56,D,2.1,5764.5,,
4762,d56,G,21.17,5785.67,,
4763,d56,C,1.98,5787.65,,
4764,d56,D,22.21,5809.86,,
4765,d56,G,4397.16,10207.02,,
4766,d56,C,3.27,10210.29,,
4767,d56,D,24.84,10235.13,,
4768,d56,F2,1.71,10236.84,,
4769,d56,B,1.37,10238.21,,
4770,d56,C,0.81,10239.02,,
4771,d56,G,3230.52,13469.54,,
4772,d56,C,4.56,13474.1,,
4773,d56,B,1.77,13475.87,,
4774,d56,C,0.72,13476.59,,
4775,d56,D,24.21,13500.8,,
4776,d56,B,4.65,13505.45,,
4777,d56,F4,2.04,13507.49,,
4778,d56,B,1.62,13509.11,,
4779,d56,C,0.93,13510.04,,
4780,d56,D,18.72,13528.76,,
