insectno,waveform,dur,tbf
d07,F4,1.38,4026.78
d07,B,2.16,4028.94
d07,F4,1.29,4030.23
d07,C,0.66,4030.89
d07,DG,35.76,4066.65
d07,G,200.52,4267.17
d07,F2,0.57,4267.74
d07,B,4.2,4271.94
d07,C,3.72,4275.66
d07,B,1.92,4277.58
d07,D,8.28,4285.86
d07,F4,0.72,4286.58
d07,C,1.98,4288.56
d07,D,43.71,4332.27
d07,F4,2.37,4334.64
d07,B,9.45,4344.09
d07,C,1.26,4345.35
d07,G,80.25,4425.6
d07,Z,18082.44,22508.04
d07,P,13.2,22521.24
d07,C,13.14,22534.38
d07,D,16.41,22550.79
d07,B,1.65,22552.44
d07,C,1.65,22554.09
d07,B,6.36,22560.45
d07,C,2.43,22562.88
d07,D,9.45,22572.33
d07,C,1.98,22574.31
d07,F2,2.85,22577.16
d07,F4,1.92,22579.08
d07,B,12.78,22591.86
d07,C,2.55,22594.41
d07,D,38.31,22632.72
d07,F2,0.84,22633.56
d07,F4,2.91,22636.47
d07,B,7.62,22644.09
d07,D,72.12,22716.21
d07,F2,1.35,22717.56
d07,F4,2.16,22719.72
d07,B,7.59,22727.31
d07,B,8.88,22736.19
d07,C,2.82,22739.01
d07,D,93.51,22832.52
d07,F1,4.32,22836.84
d07,F2,2.25,22839.09
d07,F3,11.46,22850.55
d07,F4,4.08,22854.63
d07,B,3.78,22858.41
d07,G,28.26,22886.67
d07,C,3.45,22890.12
d07,D,74.76,22964.88
d07,B,5.91,22970.79
d07,G,84.24,23055.03
d07,C,10.77,23065.8
d07,B,2.16,23067.96
d07,C,0.78,23068.74
d07,D,3.39,23072.13
d07,B,2.7,23074.83
d07,C,4.32,23079.15
d07,D,25.56,23104.71
d07,F2,1.02,23105.73
d07,F4,1.23,23106.96
d07,F2,0.75,23107.71
d07,F3,3.51,23111.22
d07,B,14.64,23125.86
d07,D,33.75,23159.61
d07,F4,2.1,23161.71
d07,B,6.93,23168.64
d07,F1,0.9,23169.54
d07,D,60.72,23230.26
d07,F4,2.01,23232.27
d07,F2,0.66,23232.93
d07,B,0.6,23233.53
d07,F2,0.45,23233.98
d07,B,10.08,23244.06
d07,C,2.07,23246.13
d07,D,61.41,23307.54
d07,G,130.77,23438.31
d07,F1,0.63,23438.94
d07,B,2.82,23441.76
d07,C,17.31,23459.07
d07,D,38.1,23497.17
d07,F4,1.14,23498.31
d07,B,1.26,23499.57
d07,F4,4.53,23504.1
d07,B,0.75,23504.85
d07,D,72.57,23577.42
d07,F4,1.02,23578.44
d07,B,0.84,23579.28
d07,F2,0.63,23579.91
d07,D,93.63,23673.54
d07,F4,1.2,23674.74
d07,B,1.56,23676.3
d07,G,314.85,23991.15
d07,B,1.05,23992.2
d07,C,0.87,23993.07
d07,D,12.72,24005.79
d07,F2,0.33,24006.12
d07,C,0.93,24007.05
d07,D,27.69,24034.74
d07,F4,1.77,24036.51
d07,F2,0.81,24037.32
d07,F4,1.89,24039.21
d07,B,1.44,24040.65
d07,C,1.05,24041.7
d07,DG,328.77,24370.47
d07,G,323.79,24694.26
d07,C,0.66,24694.92
d07,DG,40.05,24734.97
d07,F4,0.9,24735.87
d07,B,0.78,24736.65
d07,F2,0.72,24737.37
d07,F4,4.38,24741.75
d07,B,2.43,24744.18
d07,DG,298.02,25042.2
d07,G,186.12,25228.32
d07,C,0.99,25229.31
d07,DG,36.69,25266
d07,G,424.17,25690.17
d07,C,2.61,25692.78
d07,B,2.01,25694.79
d07,C,0.81,25695.6
d07,D,14.49,25710.09
d07,F4,1.8,25711.89
d07,F2,0.84,25712.73
d07,B,2.73,25715.46
d07,C,1.62,25717.08
d07,DG,24.78,25741.86
d07,F2,0.6,25742.46
d07,F4,2.25,25744.71
d07,G,311.67,26056.38
d07,C,0.72,26057.1
d07,G,274.41,26331.51
d07,B,1.47,26332.98
d07,D,0.93,26333.91
d07,DG,49.08,26382.99
d07,F4,3.3,26386.29
d07,G,218.4,26604.69
d07,B,1.89,26606.58
d07,C,1.2,26607.78
d07,DG,44.4,26652.18
d07,F2,1.14,26653.32
d07,F4,1.8,26655.12
d07,DG,333.69,26988.81
d07,F2,0.39,26989.2
d07,F4,2.13,26991.33
d07,B,42.78,27034.11
d07,D,18.87,27052.98
d07,G,427.17,27480.15
d07,C,3.6,27483.75
d07,D,23.31,27507.06
d07,F2,0.87,27507.93
d07,F4,1.71,27509.64
d07,B,3.18,27512.82
d07,D,15.99,27528.81
d07,F2,0.93,27529.74
d07,F4,1.29,27531.03
d07,F2,0.63,27531.66
d07,F4,3.36,27535.02
d07,G,527.46,28062.48
d07,C,1.14,28063.62
d07,D,44.19,28107.81
d07,F2,0.96,28108.77
d07,F4,4.89,28113.66
d07,G,699.27,28812.93
d07,B,1.59,28814.52
d07,C,11.94,28826.46
d07,B,1.17,28827.63
d07,F2,0.33,28827.96
d07,B,1.2,28829.16
d07,F2,1.2,28830.36
d07,F4,1.11,28831.47
d07,B,2.7,28834.17
d07,C,0.93,28835.1
d07,D,40.53,28875.63
d07,F1,0.75,28876.38
d07,B,1.53,28877.91
d07,F2,1.08,28878.99
d07,F4,6.3,28885.29
d07,DG,58.5,28943.79
d07,F4,6.15,28949.94
d07,G,250.48,29200.42
d07,C,7.35,29207.77
d07,DG,20.52,29228.29
d07,F2,0.54,29228.83
d07,F4,2.46,29231.29
d07,F3,1.2,29232.49
d07,F4,2.94,29235.43
d07,G,171.03,29406.46
d07,B,1.26,29407.72
d07,C,3.09,29410.81
d07,DG,20.85,29431.66
d07,G,173.55,29605.21
d07,F4,2.22,29607.43
d07,B,4.68,29612.11
d07,C,1.14,29613.25
d07,DG,71.73,29684.98
d07,G,1139.61,30824.59
d07,C,1.68,30826.27
d07,DG,17.13,30843.4
d07,F4,1.11,30844.51
d07,F2,0.75,30845.26
d07,F4,1.44,30846.7
d07,D,0.78,30847.48
d07,C,0.09,30847.57
d07,DG,579.64,31427.21
d07,F4,5.25,31432.46
d07,B,2.22,31434.68
d07,C,0.9,31435.58
d07,B,2.31,31437.89
d07,DG,43.83,31481.72
d07,D,0.99,31482.71
d07,CG,6.84,31489.55
d07,G,512.88,32002.43
d07,CG,6.18,32008.61
d07,G,11.76,32020.37
d07,B,5.4,32025.77
d07,CG,2.91,32028.68
d07,G,338.31,32366.99
d07,C,2.55,32369.54
d07,DG,9.45,32378.99
d07,F4,3.18,32382.17
d07,F2,1.08,32383.25
d07,B,4.05,32387.3
d07,D,1358.46,33745.76
d07,C,3.9,33749.66
d07,CG,7.74,33757.4
d07,F4,2.16,33759.56
d07,F2,1.77,33761.33
d07,F4,0.87,33762.2
d07,B,1.35,33763.55
d07,G,299.04,34062.59
d07,C,5.1,34067.69
d07,DG,41.22,34108.91
d07,F4,4.98,34113.89
d07,B,8.7,34122.59
d07,C,1.08,34123.67
d07,CG,16.38,34140.05
d07,DG,16.56,34156.61
d07,F4,6.09,34162.7
d07,B,1.65,34164.35
d07,C,1.08,34165.43
d07,G,220.32,34385.75
d07,C,5.01,34390.76
d07,G,6.99,34397.75
d07,F4,3.93,34401.68
d07,B,6.48,34408.16
d07,C,0.9,34409.06
d07,D,17.49,34426.55
d07,F4,8.28,34434.83
d07,B,1.23,34436.06
d07,C,0.66,34436.72
d07,G,13.8,34450.52
d07,F4,4.11,34454.63
d07,F2,0.99,34455.62
d07,F3,0.66,34456.28
d07,F4,0.81,34457.09
d07,G,574.86,35031.95
d07,C,5.31,35037.26
d07,G,9.39,35046.65
d07,B,2.07,35048.72
d07,F2,1.08,35049.8
d07,B,1.05,35050.85
d07,F2,0.51,35051.36
d07,C,1.38,35052.74
d07,G,63.78,35116.52
d07,F4,8.4,35124.92
d07,B,1.71,35126.63
d07,C,0.72,35127.35
d07,G,872.64,35999.99
d08,Z,2433.18,2433.18
d08,P,74.07,2507.25
d08,B2,4.68,2511.93
d08,P,26.49,2538.42
d08,C,7.77,2546.19
d08,D,24.18,2570.37
d08,F2,3.93,2574.3
d08,B,5.1,2579.4
d08,B,33.69,2613.09
d08,C,11.79,2624.88
d08,D,51.99,2676.87
d08,F2,3.09,2679.96
d08,B,3.33,2683.29
d08,B,3.03,2686.32
d08,D,161.28,2847.6
d08,F2,3.84,2851.44
d08,F3,4.05,2855.49
d08,F4,1.26,2856.75
d08,B,4.26,2861.01
d08,D,44.31,2905.32
d08,CG,105.3,3010.62
d08,C,2.73,3013.35
d08,D,55.38,3068.73
d08,CG,49.74,3118.47
d08,G,73.71,3192.18
d08,C,3.6,3195.78
d08,G,14.37,3210.15
d08,C,3.09,3213.24
d08,DG,98.34,3311.58
d08,B,5.55,3317.13
d08,C,1.98,3319.11
d08,D,223.86,3542.97
d08,C,0.87,3543.84
d08,D,666.24,4210.08
d08,B,2.13,4212.21
d08,C,2.1,4214.31
d08,D,10.38,4224.69
d08,B,1.65,4226.34
d08,C,2.19,4228.53
d08,D,627.39,4855.92
d08,C,3.3,4859.22
d08,D,66.12,4925.34
d08,B,1.83,4927.17
d08,D,28.14,4955.31
d08,F2,2.64,4957.95
d08,B,4.98,4962.93
d08,D,26.1,4989.03
d08,G,53.79,5042.82
d08,F2,2.58,5045.4
d08,G,549.48,5594.88
d08,Z,3976.74,9571.62
d08,P,92.37,9663.99
d08,Z,825.45,10489.44
d08,P,73.71,10563.15
d08,B2,4.14,10567.29
d08,P,61.95,10629.24
d08,Z,122.94,10752.18
d08,P,50.88,10803.06
d08,Z,211.92,11014.98
d08,P,109.05,11124.03
d08,Z,54.81,11178.84
d08,P,52.86,11231.7
d08,B2,4.62,11236.32
d08,P,47.07,11283.39
d08,Z,61.95,11345.34
d08,P,18.72,11364.06
d08,Z,22.74,11386.8
d08,P,10.23,11397.03
d08,Z,19.86,11416.89
d08,P,24.21,11441.1
d08,C,18.72,11459.82
d08,D,50.88,11510.7
d08,F2,2.67,11513.37
d08,B,2.4,11515.77
d08,C,10.2,11525.97
d08,D,55.29,11581.26
d08,C,15.51,11596.77
d08,D,98.88,11695.65
d08,C,9.6,11705.25
d08,D,63.18,11768.43
d08,B,2.73,11771.16
d08,C,5.13,11776.29
d08,D,21.66,11797.95
d08,C,7.11,11805.06
d08,D,50.4,11855.46
d08,C,3.45,11858.91
d08,D,197.7,12056.61
d08,C,4.17,12060.78
d08,D,99.09,12159.87
d08,C,3.18,12163.05
d08,D,194.1,12357.15
d08,B,4.68,12361.83
d08,D,64.17,12426
d08,B,2.28,12428.28
d08,D,351.51,12779.79
d08,F2,3.54,12783.33
d08,B,6.63,12789.96
d08,C,2.55,12792.51
d08,D,38.16,12830.67
d08,C,2.76,12833.43
d08,D,161.91,12995.34
d08,B,8.46,13003.8
d08,C,5.43,13009.23
d08,D,16.44,13025.67
d08,Z,6440.64,19466.31
d08,P,28.65,19494.96
d08,C,9.06,19504.02
d08,D,28.38,19532.4
d08,F2,3,19535.4
d08,B,8.49,19543.89
d08,C,6.72,19550.61
d08,D,12.45,19563.06
d08,F2,1.68,19564.74
d08,B,9.75,19574.49
d08,B,2.16,19576.65
d08,D,15.96,19592.61
d08,C,2.7,19595.31
d08,D,74.76,19670.07
d08,F2,2.94,19673.01
d08,B,3.57,19676.58
d08,B,3.72,19680.3
d08,C,7.92,19688.22
d08,F2,1.8,19690.02
d08,B,26.55,19716.57
d08,D,260.97,19977.54
d08,B,1.14,19978.68
d08,F2,2.73,19981.41
d08,B,6.6,19988.01
d08,C,0.84,19988.85
d08,B,1.35,19990.2
d08,C,4.14,19994.34
d08,D,5.76,20000.1
d08,F2,2.43,20002.53
d08,B,15.18,20017.71
d08,B,4.26,20021.97
d08,C,1.29,20023.26
d08,D,69.33,20092.59
d08,B,1.53,20094.12
d08,F2,1.2,20095.32
d08,B,3.84,20099.16
d08,C,4.83,20103.99
d08,D,407.49,20511.48
d08,F1,3.33,20514.81
d08,F3,9.3,20524.11
d08,F4,4.83,20528.94
d08,B,3.03,20531.97
d08,C,1.83,20533.8
d08,D,9,20542.8
d08,C,3.03,20545.83
d08,D,443.88,20989.71
d08,C,3.72,20993.43
d08,D,11.58,21005.01
d08,F2,1.8,21006.81
d08,B,15.6,21022.41
d08,D,13.59,21036
d08,B,1.8,21037.8
d08,C,2.01,21039.81
d08,D,445.53,21485.34
d08,F2,3.12,21488.46
d08,B,4.74,21493.2
d08,C,2.79,21495.99
d08,D,10.14,21506.13
d08,C,2.07,21508.2
d08,D,29.13,21537.33
d08,C,3.18,21540.51
d08,D,47.94,21588.45
d08,F2,1.95,21590.4
d08,B,4.02,21594.42
d08,B,4.17,21598.59
d08,B,3.6,21602.19
d08,C,1.35,21603.54
d08,D,19.41,21622.95
d08,B,1.71,21624.66
d08,F2,1.26,21625.92
d08,B,3.84,21629.76
d08,C,0.69,21630.45
d08,B,15.03,21645.48
d08,D,68.13,21713.61
d08,B,3.84,21717.45
d08,C,3.09,21720.54
d08,D,1042.68,22763.22
d08,C,2.43,22765.65
d08,D,1357.89,24123.54
d08,F2,1.08,24124.62
d08,B,3.72,24128.34
d08,C,1.83,24130.17
d08,D,24.93,24155.1
d08,C,3.03,24158.13
d08,D,29.58,24187.71
d08,C,2.52,24190.23
d08,D,45.63,24235.86
d08,C,2.19,24238.05
d08,B,1.41,24239.46
d08,D,2046.33,26285.79
d08,C,2.07,26287.86
d08,B,4.26,26292.12
d08,C,1.5,26293.62
d08,D,34.62,26328.24
d08,B,0.93,26329.17
d08,C,2.49,26331.66
d08,D,2135.16,28466.82
d08,F2,1.23,28468.05
d08,B,2.43,28470.48
d08,C,0.63,28471.11
d08,D,1719.33,30190.44
d08,F2,0.9,30191.34
d08,B,2.55,30193.89
d08,C,0.69,30194.58
d08,D,32.22,30226.8
d08,C,1.38,30228.18
d08,D,86.16,30314.34
d08,C,1.14,30315.48
d08,D,1541.52,31857
d08,C,3.18,31860.18
d08,D,491.91,32352.09
d08,F2,1.62,32353.71
d08,B,3.72,32357.43
d08,C,1.62,32359.05
d08,D,1752.96,34112.01
d08,F2,1.38,34113.39
d08,B,3.75,34117.14
d08,C,0.75,34117.89
d08,B,462.51,34580.4
d08,D,1419.71,36000.11
d09,Z,1404.09,1404.09
d09,P,26.94,1431.03
d09,Z,41.13,1472.16
d09,P,26.88,1499.04
d09,B2,3.9,1502.94
d09,P,14.13,1517.07
d09,C,5.52,1522.59
d09,D,18.75,1541.34
d09,F2,1.56,1542.9
d09,B,15.33,1558.23
d09,D,122.13,1680.36
d09,C,0.96,1681.32
d09,D,7.65,1688.97
d09,B,0.51,1689.48
d09,C,1.06,1690.54
d09,D,10.4,1700.94
d09,C,1.16,1702.1
d09,D,16.92,1719.02
d09,C,0.96,1719.98
d09,D,9.48,1729.46
d09,C,1.48,1730.94
d09,D,2.88,1733.82
d09,C,1.54,1735.36
d09,D,7.8,1743.16
d09,C,1.9,1745.06
d09,D,52.88,1797.94
d09,C,18.6,1816.54
d09,P,0.94,1817.48
d09,Z,4994.18,6811.66
d09,P,48.2,6859.86
d09,Z,191.58,7051.44
d09,P,42.38,7093.82
d09,B2,3.94,7097.76
d09,P,28.52,7126.28
d09,B2,5.9,7132.18
d09,P,43.98,7176.16
d09,Z,79.66,7255.82
d09,P,17.26,7273.08
d09,C,6,7279.08
d09,D,18.68,7297.76
d09,F2,2.44,7300.2
d09,B,4.98,7305.18
d09,C,4.65,7309.83
d09,D,2.25,7312.08
d09,C,2.94,7315.02
d09,D,11.97,7326.99
d09,F2,1.02,7328.01
d09,B,1.89,7329.9
d09,B,24.33,7354.23
d09,C,2.22,7356.45
d09,D,67.83,7424.28
d09,F2,0.81,7425.09
d09,C,7.44,7432.53
d09,B,3.78,7436.31
d09,D,19.77,7456.08
d09,F2,1.53,7457.61
d09,B,3.3,7460.91
d09,C,15.6,7476.51
d09,B,2.16,7478.67
d09,C,1.68,7480.35
d09,D,24.18,7504.53
d09,C,2.4,7506.93
d09,D,30.39,7537.32
d09,C,0.54,7537.86
d09,B,1.29,7539.15
d09,F2,1.35,7540.5
d09,B,4.89,7545.39
d09,C,3.48,7548.87
d09,D,138.21,7687.08
d09,F2,1.83,7688.91
d09,B,3.12,7692.03
d09,C,2.4,7694.43
d09,D,111.21,7805.64
d09,B,1.44,7807.08
d09,C,1.08,7808.16
d09,D,394.26,8202.42
d09,F2,1.41,8203.83
d09,B,2.97,8206.8
d09,C,0.78,8207.58
d09,D,16.83,8224.41
d09,C,2.04,8226.45
d09,D,1200.84,9427.29
d09,F2,1.17,9428.46
d09,B,3.09,9431.55
d09,C,1.26,9432.81
d09,D,2.61,9435.42
d09,C,0.81,9436.23
d09,D,13.38,9449.61
d09,C,0.78,9450.39
d09,D,333.9,9784.29
d09,C,1.32,9785.61
d09,D,147.69,9933.3
d09,F2,1.17,9934.47
d09,B,2.13,9936.6
d09,C,0.57,9937.17
d09,B,2.1,9939.27
d09,C,0.6,9939.87
d09,D,9.3,9949.17
d09,B,0.99,9950.16
d09,C,0.63,9950.79
d09,D,2.61,9953.4
d09,B,0.96,9954.36
d09,C,0.66,9955.02
d09,D,229.41,10184.43
d09,C,1.68,10186.11
d09,D,171.54,10357.65
d09,B,4.8,10362.45
d09,C,1.23,10363.68
d09,D,87.15,10450.83
d09,B,2.31,10453.14
d09,C,0.99,10454.13
d09,D,20.4,10474.53
d09,B,0.54,10475.07
d09,F2,1.38,10476.45
d09,B,4.29,10480.74
d09,C,1.32,10482.06
d09,Z,20757.96,31240.02
d09,P,47.22,31287.24
d09,B2,4.2,31291.44
d09,P,26.61,31318.05
d09,C,5.55,31323.6
d09,D,10.68,31334.28
d09,C,4.23,31338.51
d09,D,58.11,31396.62
d09,F2,2.91,31399.53
d09,B,4.53,31404.06
d09,D,2.7,31406.76
d09,C,2.73,31409.49
d09,D,65.88,31475.37
d09,C,0.51,31475.88
d09,B,2.85,31478.73
d09,B,2.07,31480.8
d09,C,2.1,31482.9
d09,D,52.08,31534.98
d09,F2,1.62,31536.6
d09,B,3.27,31539.87
d09,B,2.19,31542.06
d09,C,2.94,31545
d09,D,92.49,31637.49
d09,F2,1.53,31639.02
d09,B,4.02,31643.04
d09,B,3.12,31646.16
d09,C,1.47,31647.63
d09,D,216.36,31863.99
d09,F2,1.38,31865.37
d09,B,1.59,31866.96
d09,F2,0.81,31867.77
d09,B,2.61,31870.38
d09,C,6.36,31876.74
d09,D,277.62,32154.36
d09,F2,1.38,32155.74
d09,B,1.32,32157.06
d09,F2,0.72,32157.78
d09,B,3.21,32160.99
d09,B,4.05,32165.04
d09,C,1.41,32166.45
d09,D,458.61,32625.06
d09,B,2.58,32627.64
d09,B,3.09,32630.73
d09,C,1.08,32631.81
d09,D,8.31,32640.12
d09,C,1.41,32641.53
d09,D,288.63,32930.16
d09,B,2.25,32932.41
d09,F2,0.57,32932.98
d09,B,1.56,32934.54
d09,C,0.72,32935.26
d09,D,349.86,33285.12
d09,B,2.43,33287.55
d09,B,5.82,33293.37
d09,C,1.86,33295.23
d09,D,285.03,33580.26
d09,B,1.86,33582.12
d09,C,0.84,33582.96
d09,D,83.34,33666.3
d09,B,3.39,33669.69
d09,B,0.84,33670.53
d09,C,1.5,33672.03
d09,G,33.78,33705.81
d09,CG,76.89,33782.7
d09,C,0.81,33783.51
d09,DG,89.25,33872.76
d09,C,0.72,33873.48
d09,D,140.28,34013.76
d09,C,1.71,34015.47
d09,D,129.42,34144.89
d09,F2,2.58,34147.47
d09,B,4.05,34151.52
d09,C,1.05,34152.57
d09,D,105.36,34257.93
d09,DG,270.63,34528.56
d09,F2,1.8,34530.36
d09,D,3.36,34533.72
d09,C,3.96,34537.68
d09,G,1249.32,35787
d09,C,5.25,35792.25
d09,D,188.22,35980.47
d09,B,5.37,35985.84
d09,C,0.9,35986.74
d09,D,237.96,36224.7
d09,G,45.81,36270.51
d10,Z,330.78,330.78
d10,P,19.17,349.95
d10,C,4.95,354.9
d10,D,15.54,370.44
d10,B,1.35,371.79
d10,C,14.76,386.55
d10,D,269.04,655.59
d10,CG,99.51,755.1
d10,B,15.09,770.19
d10,C,16.71,786.9
d10,CG,129.09,915.99
d10,G,46.2,962.19
d10,F2,2.28,964.47
d10,G,445.71,1410.18
d10,Z,9807.48,11217.66
